"exposure_cluster_id","canonical_exposure_id","original_exposure_id","candidate_id","vehicle_id","exposure_name_ja","exposure_name_en","asset_class","risk_cluster","proxy_group_id","direct_or_proxy","proxy_role","vehicle_type","symbol","exchange_or_venue","broker","broker_contract_id","hard_gate_status","evidence_confidence","evidence_ids","vehicle_difference_notes","p06_tracking_notes","created_at","updated_at"
"CLU-EXP-RATES-US-2Y","EXP-RATES-US-2Y","EXP-RATES-US-2Y","CAN-EXP-RATES-US-2Y-FUTURE-STANDARD-CBOT-ZT-IBSJ","VEH-FUTURE-STANDARD-CBOT-ZT","米国2年国債","2-Year U.S. Treasury Note","rates","rates_dm_us","PG-RATES-US","direct_listed_derivative","same_risk_cluster_distinct_underlying","future_standard","ZT","CBOT","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013","Standard futures contract; capital fit depends on multiplier and margin in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-RATES-US-5Y","EXP-RATES-US-5Y","EXP-RATES-US-5Y","CAN-EXP-RATES-US-5Y-FUTURE-STANDARD-CBOT-ZF-IBSJ","VEH-FUTURE-STANDARD-CBOT-ZF","米国5年国債","5-Year U.S. Treasury Note","rates","rates_dm_us","PG-RATES-US","direct_listed_derivative","same_risk_cluster_distinct_underlying","future_standard","ZF","CBOT","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013","Standard futures contract; capital fit depends on multiplier and margin in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-RATES-US-10Y","EXP-RATES-US-10Y","EXP-RATES-US-10Y","CAN-EXP-RATES-US-10Y-FUTURE-STANDARD-CBOT-ZN-IBSJ","VEH-FUTURE-STANDARD-CBOT-ZN","米国10年国債","10-Year U.S. Treasury Note","rates","rates_dm_us","PG-RATES-US","direct_listed_derivative","same_risk_cluster_distinct_underlying","future_standard","ZN","CBOT","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013","Standard futures contract; capital fit depends on multiplier and margin in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-RATES-US-30Y","EXP-RATES-US-30Y","EXP-RATES-US-30Y","CAN-EXP-RATES-US-30Y-FUTURE-STANDARD-CBOT-ZB-IBSJ","VEH-FUTURE-STANDARD-CBOT-ZB","米国30年国債","U.S. Treasury Bond","rates","rates_dm_us","PG-RATES-US","direct_listed_derivative","same_risk_cluster_distinct_underlying","future_standard","ZB","CBOT","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013","Standard futures contract; capital fit depends on multiplier and margin in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-RATES-US-ULTRABOND","EXP-RATES-US-ULTRABOND","EXP-RATES-US-ULTRABOND","CAN-EXP-RATES-US-ULTRABOND-FUTURE-STANDARD-CBOT-UB-IBSJ","VEH-FUTURE-STANDARD-CBOT-UB","米国超長期国債","Ultra U.S. Treasury Bond","rates","rates_dm_us","PG-RATES-US","direct_listed_derivative","same_risk_cluster_distinct_underlying","future_standard","UB","CBOT","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013","Standard futures contract; capital fit depends on multiplier and margin in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-RATES-US-SOFR3M","EXP-RATES-US-SOFR3M","EXP-RATES-US-SOFR3M","CAN-EXP-RATES-US-SOFR3M-FUTURE-STANDARD-CME-SR3-IBSJ","VEH-FUTURE-STANDARD-CME-SR3","米国3カ月SOFR","3-Month SOFR","rates","rates_dm_us_short","PG-RATES-US","direct_listed_derivative","same_risk_cluster_distinct_underlying","future_standard","SR3","CME","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013","Standard futures contract; capital fit depends on multiplier and margin in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-RATES-US-FEDFUND","EXP-RATES-US-FEDFUND","EXP-RATES-US-FEDFUND","CAN-EXP-RATES-US-FEDFUND-FUTURE-STANDARD-CBOT-ZQ-IBSJ","VEH-FUTURE-STANDARD-CBOT-ZQ","米国FF金利","Fed Funds Rate","rates","rates_dm_us_short","PG-RATES-US","direct_listed_derivative","same_risk_cluster_distinct_underlying","future_standard","ZQ","CBOT","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013","Standard futures contract; capital fit depends on multiplier and margin in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-RATES-US-10Y-MICRO","EXP-RATES-US-10Y-MICRO","EXP-RATES-US-10Y-MICRO","CAN-EXP-RATES-US-10Y-MICRO-FUTURE-MICRO-CME-10Y-IBSJ","VEH-FUTURE-MICRO-CME-10Y","米国10年利回りMicro","Micro 10-Year Yield","rates","rates_dm_us","PG-RATES-US","direct_listed_derivative","same_risk_cluster_distinct_underlying","future_micro","10Y","CME","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013","Micro contract; lower capital requirement expected; multiplier must be verified in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-RATES-US-2Y-MICRO","EXP-RATES-US-2Y-MICRO","EXP-RATES-US-2Y-MICRO","CAN-EXP-RATES-US-2Y-MICRO-FUTURE-MICRO-CME-2YY-IBSJ","VEH-FUTURE-MICRO-CME-2YY","米国2年利回りMicro","Micro 2-Year Yield","rates","rates_dm_us","PG-RATES-US","direct_listed_derivative","same_risk_cluster_distinct_underlying","future_micro","2YY","CME","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013","Micro contract; lower capital requirement expected; multiplier must be verified in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-RATES-US-30Y-MICRO","EXP-RATES-US-30Y-MICRO","EXP-RATES-US-30Y-MICRO","CAN-EXP-RATES-US-30Y-MICRO-FUTURE-MICRO-CME-30Y-IBSJ","VEH-FUTURE-MICRO-CME-30Y","米国30年利回りMicro","Micro 30-Year Yield","rates","rates_dm_us","PG-RATES-US","direct_listed_derivative","same_risk_cluster_distinct_underlying","future_micro","30Y","CME","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013","Micro contract; lower capital requirement expected; multiplier must be verified in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-FX-G10-EURUSD","EXP-FX-G10-EURUSD","EXP-FX-G10-EURUSD","CAN-EXP-FX-G10-EURUSD-FUTURE-STANDARD-CME-6E-IBSJ","VEH-FUTURE-STANDARD-CME-6E","ユーロ米ドル","EUR/USD","fx","fx_g10","PG-FX-CURRENCY-FUTURES","direct_listed_derivative","same_underlying_vehicle_variant","future_standard","6E","CME","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013","Standard futures contract; capital fit depends on multiplier and margin in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-FX-G10-EURUSD","EXP-FX-G10-EURUSD","EXP-FX-G10-EURUSD","CAN-EXP-FX-G10-EURUSD-FUTURE-MICRO-CME-M6E-IBSJ","VEH-FUTURE-MICRO-CME-M6E","ユーロ米ドル","EUR/USD","fx","fx_g10","PG-FX-CURRENCY-FUTURES","direct_listed_derivative","same_underlying_vehicle_variant","future_micro","M6E","CME","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013","Micro contract; lower capital requirement expected; multiplier must be verified in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-FX-G10-USDJPY","EXP-FX-G10-USDJPY","EXP-FX-G10-USDJPY","CAN-EXP-FX-G10-USDJPY-FUTURE-STANDARD-CME-6J-IBSJ","VEH-FUTURE-STANDARD-CME-6J","米ドル円","USD/JPY","fx","fx_g10","PG-FX-CURRENCY-FUTURES","direct_listed_derivative","same_underlying_vehicle_variant","future_standard","6J","CME","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013","Standard futures contract; capital fit depends on multiplier and margin in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-FX-G10-USDJPY","EXP-FX-G10-USDJPY","EXP-FX-G10-USDJPY","CAN-EXP-FX-G10-USDJPY-FUTURE-MICRO-CME-MJY-IBSJ","VEH-FUTURE-MICRO-CME-MJY","米ドル円","USD/JPY","fx","fx_g10","PG-FX-CURRENCY-FUTURES","direct_listed_derivative","same_underlying_vehicle_variant","future_micro","MJY","CME","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013","Micro contract; lower capital requirement expected; multiplier must be verified in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
"CLU-EXP-FX-G10-GBPUSD","EXP-FX-G10-GBPUSD","EXP-FX-G10-GBPUSD","CAN-EXP-FX-G10-GBPUSD-FUTURE-STANDARD-CME-6B-IBSJ","VEH-FUTURE-STANDARD-CME-6B","英ポンド米ドル","GBP/USD","fx","fx_g10","PG-FX-CURRENCY-FUTURES","direct_listed_derivative","same_underlying_vehicle_variant","future_standard","6B","CME","Interactive Brokers Securities Japan Inc.","","pending_evidence","B","EVD-P04-0001;EVD-P04-0002;EVD-P04-0003;EVD-P04-0004;EVD-P04-0005;EVD-P04-0006;EVD-P04-0007;EVD-P04-0008;EVD-P04-0009;EVD-P04-0010;EVD-P04-0011;EVD-P04-0012;EVD-P04-0013","Standard futures contract; capital fit depends on multiplier and margin in P06. Delivery/settlement risk unknown. Contract multiplier pending. Initial margin pending. Realtime data availability pending.","Use candidate_id as immutable key. P06 must verify multiplier, tick, margin, minimum quantity, data, and symbol-level Japan eligibility before pass.","2026-08-02T15:14:39.3532820+09:00","2026-08-02T15:14:39.3532820+09:00"
